CPT_CODES, CPT_DESCRIPTION, ICD_CODES, ICD_DESCRIPTION
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.631, Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of thigh
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.632, Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of calf
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.633, Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of ankle
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.634, Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of heel and midfoot
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.635, Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of other part of foot
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.638, Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of other part of lower leg
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.641, Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of thigh
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.642, Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of calf
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.643, Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of ankle
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.644, Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of heel and midfoot
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.645, Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of other part of foot
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.648, Atherosclerosis of nonbiological bypass graft(s) of the left leg with ulceration of other part of lower leg
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.661, Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, right leg
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.662, Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, left leg
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.663, Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, bilateral legs
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.668, Atherosclerosis of nonbiological bypass graft(s) of the extremities with gangrene, other extremity
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.731, Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of thigh
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.732, Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of calf
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.733, Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of ankle
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.734, Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of heel and midfoot
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.735, Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of other part of foot
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.738, Atherosclerosis of other type of bypass graft(s) of the right leg with ulceration of other part of lower leg
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.741, Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of thigh
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.742, Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of calf
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.743, Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of ankle
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.744, Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of heel and midfoot
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.745, Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of other part of foot
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.748, Atherosclerosis of other type of bypass graft(s) of the left leg with ulceration of other part of lower leg
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.761, Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, right leg
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.762, Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, left leg
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.763, Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, bilateral legs
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I70.768, Atherosclerosis of other type of bypass graft(s) of the extremities with gangrene, other extremity
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I73.01, Raynaud's syndrome with gangrene
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I74.3, Embolism and thrombosis of arteries of the lower extremities
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.01, Phlebitis and thrombophlebitis of superficial vessels of right lower extremity
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.02, Phlebitis and thrombophlebitis of superficial vessels of left lower extremity
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.03, Phlebitis and thrombophlebitis of superficial vessels of lower extremities, bilateral
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.11, Phlebitis and thrombophlebitis of right femoral vein
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.12, Phlebitis and thrombophlebitis of left femoral vein
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.13, Phlebitis and thrombophlebitis of femoral vein, bilateral
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.211, Phlebitis and thrombophlebitis of right iliac vein
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.212, Phlebitis and thrombophlebitis of left iliac vein
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.213, Phlebitis and thrombophlebitis of iliac vein, bilateral
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.221, Phlebitis and thrombophlebitis of right popliteal vein
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.222, Phlebitis and thrombophlebitis of left popliteal vein
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.223, Phlebitis and thrombophlebitis of popliteal vein, bilateral
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.231, Phlebitis and thrombophlebitis of right tibial vein
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.232, Phlebitis and thrombophlebitis of left tibial vein
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.233, Phlebitis and thrombophlebitis of tibial vein, bilateral
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.291, Phlebitis and thrombophlebitis of other deep vessels of right lower extremity
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.292, Phlebitis and thrombophlebitis of other deep vessels of left lower extremity
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.293, Phlebitis and thrombophlebitis of other deep vessels of lower extremity, bilateral
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I80.8, Phlebitis and thrombophlebitis of other sites
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I82.1, Thrombophlebitis migrans
93971, Extremity study<<<wut>>>DUPLEX SCAN OF EXTREMITY VEINS INCLUDING RESPONSES TO COMPRESSION AND OTHER MANEUVERS; UNILATERAL OR LIMITED STUDY, I82.210, Acute embolism and thrombosis of superior vena cava
